x,y,date,cell,polyclass,bleu,vert,rouge,pir,pre_abs
541645,4797085,20230716,48457,ht,0.0431,0.0674,0.0474,0.1706,pre
541645,4796185,20230716,86887,eau,0.0442,0.0685,0.0664,0.0254,abs
542355,4796755,20230716,62619,eau,0.0503,0.0762,0.0707,0.0431,abs
541645,4797065,20230601,49311,ht,0.0249,0.0369,0.0219,0.0219,abs
542265,4796875,20230417,57486,ht,0.0377,0.0596,0.043,0.0085,abs
541805,4796305,20230716,81779,hp,0.0385,0.0625,0.0422,0.19,pre
541555,4797295,20230226,39481,eau,0.0382,0.0667,0.0613,0.0283,abs
542065,4796355,20230328,79670,hp,0.0587,0.0904,0.0782,0.0178,abs
541655,4797045,20230328,50166,ht,0.0321,0.0523,0.0406,0.0072,abs
542215,4796935,20230417,54919,ht,0.0461,0.0732,0.0598,0.015,abs
541955,4797075,20230417,48915,ht,0.0491,0.0775,0.0546,0.0124,abs
541655,4796165,20230417,87742,eau,0.0419,0.0698,0.0591,0.0146,abs
542385,4797575,20230328,27608,hp,0.0394,0.0621,0.052,0.0118,abs
542245,4796865,20230517,57911,ht,0.0893,0.1133,0.1105,0.0593,abs
541805,4796285,20230626,82633,hp,0.0233,0.0509,0.028,0.1498,pre
542335,4797585,20230417,27176,hp,0.0393,0.0614,0.0466,0.0143,abs
541685,4796145,20230226,88599,eau,0.047,0.0711,0.0723,0.036,abs
542425,4796765,20230417,62199,eau,0.0353,0.0669,0.0523,0.0118,abs
541965,4797035,20230328,50624,ht,0.0425,0.0676,0.0519,0.0098,abs
541985,4796995,20230328,52334,ht,0.0472,0.0701,0.0548,0.0102,abs
541805,4796295,20230226,82206,hp,0.0452,0.0729,0.0613,0.029,abs
541655,4796185,20230417,86888,eau,0.0376,0.0654,0.0542,0.0103,abs
541595,4796155,20230716,88163,eau,0.0344,0.0585,0.0562,0.0233,abs
542015,4797085,20230517,48494,ht,0.0941,0.1195,0.1233,0.0775,abs
541655,4796185,20230328,86888,eau,0.0507,0.0798,0.0712,0.0147,abs
541995,4796365,20230716,79236,hp,0.0254,0.0451,0.0309,0.118,pre
542355,4797585,20230716,27178,hp,0.0425,0.0687,0.0573,0.1706,pre
541775,4796315,20230328,81349,hp,0.0519,0.0761,0.0676,0.0137,abs
541665,4797425,20230716,33941,hp,0.0378,0.0623,0.0444,0.1996,pre
541645,4796125,20230226,89449,eau,0.0314,0.0548,0.0497,0.0162,abs
542425,4797545,20230417,28893,hp,0.0374,0.0574,0.0412,0.0137,abs
541505,4797295,20230417,39476,eau,0.0391,0.062,0.0554,0.0128,abs
542045,4797065,20230328,49351,ht,0.0455,0.0672,0.0529,0.009,abs
542385,4796755,20230226,62622,eau,0.0369,0.0683,0.0511,0.0208,abs
542215,4796945,20230716,54492,ht,0.043,0.0663,0.0547,0.1454,pre
541765,4796265,20230517,83483,hp,0.056,0.0705,0.0629,0.0722,pre
541655,4796165,20230626,87742,eau,0.0919,0.1192,0.1215,0.0766,abs
542355,4797595,20230328,26751,hp,0.0411,0.0656,0.0523,0.0113,abs
541635,4797455,20230328,32657,hp,0.0503,0.0788,0.0769,0.0208,abs
541955,4797045,20230417,50196,ht,0.0498,0.0799,0.0585,0.0111,abs
541705,4797155,20230716,45474,eau,0.033,0.0501,0.0359,0.0412,abs
542255,4796935,20230328,54923,ht,0.0454,0.0717,0.0552,0.0088,abs
542005,4797085,20230626,48493,ht,0.0239,0.0433,0.0218,0.1149,pre
542575,4797225,20230328,42572,hp,0.0415,0.0678,0.0527,0.0113,abs
541655,4796125,20230226,89450,eau,0.0333,0.0564,0.0511,0.0188,abs
542535,4797325,20230328,38298,hp,0.035,0.0548,0.0435,0.0105,abs
541955,4797065,20230417,49342,ht,0.0486,0.0774,0.0558,0.0117,abs
542365,4797575,20230517,27606,hp,0.0499,0.0643,0.0554,0.0643,pre
541705,4797015,20230517,51452,ht,0.0712,0.0802,0.0735,0.0526,abs
542365,4797565,20230417,28033,hp,0.0352,0.0554,0.0426,0.0136,abs
542555,4797215,20230716,42997,hp,0.0433,0.0647,0.05,0.1822,pre
541675,4796115,20230328,89879,eau,0.0414,0.0669,0.0523,0.0114,abs
541705,4797055,20230626,49744,ht,0.0239,0.0397,0.0226,0.0837,pre
542205,4796965,20230601,53637,ht,0.0184,0.0274,0.0158,0.0142,abs
542355,4797565,20230601,28032,hp,0.0164,0.0333,0.0182,0.0616,pre
541945,4797085,20230601,48487,ht,0.0165,0.0257,0.0136,0.0307,abs
541655,4797035,20230716,50593,ht,0.045,0.0744,0.0552,0.185,pre
541665,4796105,20230626,90305,eau,0.0849,0.1152,0.1109,0.0572,abs
541635,4797515,20230601,30095,hp,0.0208,0.0341,0.0199,0.0614,pre
542085,4797005,20230716,51917,ht,0.0372,0.0625,0.0425,0.1622,pre
541935,4797055,20230716,49767,ht,0.0387,0.0625,0.044,0.194,pre
541675,4797025,20230626,51022,ht,0.0276,0.0511,0.0262,0.1188,pre
542265,4796915,20230716,55778,ht,0.0352,0.056,0.0407,0.1333,pre
541785,4796305,20230417,81777,hp,0.0403,0.0634,0.0513,0.0122,abs
542255,4796935,20230626,54923,ht,0.0358,0.0525,0.0354,0.0939,pre
542055,4796995,20230328,52341,ht,0.0454,0.0705,0.0536,0.0087,abs
541945,4796995,20230226,52330,ht,0.0579,0.0807,0.0819,0.0532,abs
541965,4797045,20230517,50197,ht,0.0876,0.112,0.1046,0.0607,abs
542005,4796395,20230517,77956,hp,0.0566,0.0679,0.0543,0.0763,pre
542555,4797295,20230716,39581,hp,0.0408,0.0674,0.0561,0.1808,pre
542405,4796765,20230417,62197,eau,0.046,0.0736,0.0641,0.0163,abs
542045,4797045,20230417,50205,ht,0.0519,0.0818,0.0625,0.0142,abs
541975,4796995,20230517,52333,ht,0.0828,0.1025,0.0938,0.0666,abs
542575,4797215,20230417,42999,hp,0.0475,0.0718,0.0556,0.0176,abs
542355,4797585,20230626,27178,hp,0.0163,0.0399,0.0231,0.1316,pre
541605,4797465,20230328,32227,hp,0.0504,0.0771,0.0777,0.0209,abs
541675,4796075,20230601,91587,eau,0.0366,0.0635,0.0579,0.026,abs
541685,4797565,20230626,27965,hp,0.0244,0.0483,0.028,0.1514,pre
542405,4797565,20230601,28037,hp,0.0186,0.0301,0.018,0.0569,pre
541655,4796065,20230417,92012,eau,0.049,0.0762,0.0652,0.0173,abs
542235,4796895,20230626,56629,ht,0.0264,0.0492,0.028,0.1089,pre
541505,4797275,20230626,40330,eau,0.0948,0.1231,0.118,0.0803,abs
541935,4797045,20230417,50194,ht,0.0515,0.0782,0.0578,0.0109,abs
541765,4796325,20230517,80921,hp,0.0558,0.0718,0.0626,0.0679,pre
542025,4796365,20230417,79239,hp,0.0387,0.0556,0.0406,0.0137,abs
541685,4797585,20230626,27111,hp,0.0221,0.0494,0.026,0.1394,pre
542365,4796735,20230517,63474,eau,0.0718,0.0978,0.0929,0.0438,abs
541765,4796295,20230716,82202,hp,0.0284,0.053900000000000003,0.0324,0.1857,pre
541615,4797505,20230601,30520,hp,0.0198,0.0364,0.0235,0.0715,pre
542265,4796885,20230517,57059,ht,0.0856,0.1101,0.1042,0.0562,abs
542565,4797215,20230517,42998,hp,0.0591,0.0744,0.062,0.0669,pre
541645,4796105,20230716,90303,eau,0.043,0.0698,0.0681,0.0208,abs
541635,4797465,20230417,32230,hp,0.0354,0.0552,0.0483,0.0119,abs
541755,4797165,20230601,45052,eau,0.0506,0.0703,0.0575,0.0223,abs
541985,4796395,20230226,77954,hp,0.0528,0.0855,0.074,0.0373,abs
541945,4797005,20230417,51903,ht,0.0492,0.072,0.0506,0.0107,abs
542235,4796875,20230626,57483,ht,0.0302,0.0451,0.029,0.101,pre
542035,4796355,20230226,79667,hp,0.0567,0.0907,0.0841,0.0447,abs
542005,4797005,20230626,51909,ht,0.0356,0.0504,0.0286,0.1085,pre
541665,4796155,20230417,88170,eau,0.0418,0.0724,0.0616,0.0107,abs
542055,4796995,20230601,52341,ht,0.0172,0.0261,0.0152,0.0235,abs
542265,4796905,20230716,56205,ht,0.0348,0.0553,0.0413,0.1365,pre
541795,4796275,20230626,83059,hp,0.0188,0.0449,0.0241,0.1373,pre
542095,4796335,20230517,80527,hp,0.0535,0.0636,0.0529,0.0593,pre
541685,4797395,20230716,35224,hp,0.0365,0.0631,0.0414,0.1926,pre
542545,4797275,20230517,40434,hp,0.047,0.0676,0.054,0.0659,pre
541705,4797035,20230716,50598,ht,0.0441,0.0697,0.0495,0.1813,pre
542225,4796915,20230517,55774,ht,0.0894,0.1119,0.1087,0.0593,abs
541515,4797285,20230517,39904,eau,0.0717,0.0928,0.1,0.0575,abs
541975,4797035,20230328,50625,ht,0.0451,0.0686,0.0524,0.0102,abs
542025,4796355,20230226,79666,hp,0.0583,0.0896,0.0827,0.0434,abs
542005,4797025,20230517,51055,ht,0.0902,0.1127,0.1065,0.0608,abs
541665,4796125,20230716,89451,eau,0.0444,0.0695,0.0692,0.0244,abs
542235,4796925,20230601,55348,ht,0.0165,0.0276,0.0169,0.0174,abs
541705,4797025,20230517,51025,ht,0.0713,0.0828,0.0735,0.0535,abs
542375,4796735,20230226,63475,eau,0.0406,0.07,0.0558,0.0217,abs
541665,4797415,20230226,34368,hp,0.0398,0.0724,0.0565,0.0209,abs
542565,4797325,20230716,38301,hp,0.0421,0.0674,0.0534,0.1873,pre
542245,4796885,20230328,57057,ht,0.0442,0.0728,0.0543,0.0096,abs
541655,4796135,20230328,89023,eau,0.0466,0.073,0.063,0.0135,abs
542015,4797045,20230517,50202,ht,0.0937,0.1157,0.1152,0.0651,abs
541685,4797035,20230601,50596,ht,0.0191,0.0298,0.0166,0.0265,abs
541945,4797055,20230226,49768,ht,0.0558,0.0845,0.0881,0.0563,abs
541675,4797555,20230417,28391,hp,0.0446,0.0724,0.0645,0.0177,abs
541985,4796995,20230226,52334,ht,0.0502,0.0776,0.0734,0.0414,abs
541985,4796415,20230517,77100,hp,0.0498,0.0596,0.0541,0.069,pre
541975,4797075,20230226,48917,ht,0.0562,0.0851,0.0869,0.0586,abs
541525,4797295,20230226,39478,eau,0.0455,0.0705,0.0661,0.0322,abs
541615,4797085,20230716,48454,ht,0.0429,0.0681,0.0479,0.1757,pre
542565,4797255,20230328,41290,hp,0.0406,0.066,0.0537,0.0117,abs
542225,4796945,20230626,54493,ht,0.0236,0.0414,0.0261,0.0918,pre
542535,4797305,20230417,39152,hp,0.0355,0.0549,0.0417,0.0146,abs
541785,4797165,20230601,45055,eau,0.0419,0.0559,0.0402,0.0152,abs
541935,4797065,20230626,49340,ht,0.0239,0.0459,0.0268,0.1126,pre
541695,4797055,20230626,49743,ht,0.0217,0.0423,0.0231,0.0806,pre
541685,4796095,20230601,90734,eau,0.0343,0.0593,0.0531,0.0181,abs
542565,4797275,20230226,40436,hp,0.0416,0.0752,0.0607,0.0279,abs
542255,4796895,20230417,56631,ht,0.0456,0.0699,0.0528,0.0126,abs
542025,4797035,20230328,50630,ht,0.0437,0.0685,0.0525,0.0096,abs
542535,4797325,20230517,38298,hp,0.0442,0.0605,0.052,0.0585,pre
541775,4797155,20230226,45481,eau,0.0403,0.069,0.0536,0.0209,abs
541955,4797045,20230601,50196,ht,0.0152,0.0252,0.0128,0.0195,abs
541765,4796255,20230517,83910,hp,0.0576,0.0722,0.0633,0.0717,pre
541695,4796135,20230517,89027,eau,0.065,0.0889,0.0846,0.0422,abs
542275,4796885,20230626,57060,ht,0.0232,0.0406,0.0215,0.1041,pre
541995,4797015,20230517,51481,ht,0.0886,0.1098,0.1032,0.0628,abs
541965,4797005,20230226,51905,ht,0.053,0.0848,0.0803,0.0479,abs
541725,4797175,20230716,44622,eau,0.0436,0.0672,0.0504,0.0304,abs
541545,4797275,20230716,40334,eau,0.0529,0.0856,0.0739,0.0593,abs
541635,4797515,20230626,30095,hp,0.0242,0.0446,0.0219,0.1451,pre
541785,4796255,20230626,83912,hp,0.0181,0.0461,0.0242,0.1441,pre
541685,4796095,20230716,90734,eau,0.0381,0.0639,0.0571,0.0225,abs
541605,4797455,20230226,32654,hp,0.0425,0.0703,0.0537,0.0237,abs
542025,4796345,20230601,80093,hp,0.0163,0.0378,0.0187,0.0874,pre
541615,4796115,20230626,89873,eau,0.0805,0.1079,0.1036,0.0508,abs
542055,4797015,20230517,51487,ht,0.089,0.1206,0.1176,0.0625,abs
542235,4796945,20230417,54494,ht,0.0419,0.0649,0.0496,0.0103,abs
541705,4796115,20230626,89882,eau,0.0906,0.1153,0.1114,0.0734,abs
541995,4797015,20230328,51481,ht,0.0466,0.0717,0.0558,0.0089,abs
541665,4797075,20230328,48886,ht,0.035,0.0561,0.0456,0.008,abs
542255,4796865,20230417,57912,ht,0.0357,0.0581,0.044,0.0108,abs
542045,4796335,20230226,80522,hp,0.0546,0.0874,0.0773,0.0401,abs
541635,4797435,20230716,33511,hp,0.04,0.0596,0.0406,0.2067,pre
542205,4796895,20230716,56626,ht,0.0451,0.0704,0.053,0.184,pre
541685,4797415,20230328,34370,hp,0.049,0.0772,0.0726,0.0173,abs
541695,4797385,20230517,35652,hp,0.0484,0.0579,0.0522,0.0658,pre
542215,4796875,20230417,57481,ht,0.0449,0.0703,0.0534,0.0117,abs
542255,4796925,20230626,55350,ht,0.0258,0.0463,0.029,0.1117,pre
541785,4796285,20230601,82631,hp,0.0186,0.0323,0.0198,0.0608,pre
542055,4797045,20230517,50206,ht,0.0929,0.1205,0.1192,0.0671,abs
541655,4797415,20230601,34367,hp,0.0187,0.0331,0.0201,0.0543,pre
541695,4797155,20230226,45473,eau,0.0325,0.0628,0.0432,0.0141,abs
542005,4796395,20230417,77956,hp,0.0389,0.0551,0.0414,0.0125,abs
541605,4796115,20230417,89872,eau,0.0404,0.0692,0.0588,0.0128,abs
541775,4796265,20230226,83484,hp,0.0421,0.0714,0.0563,0.0247,abs
541555,4797305,20230601,39054,eau,0.0399,0.0719,0.0612,0.0199,abs
542065,4796325,20230626,80951,hp,0.0208,0.0449,0.0271,0.1155,pre
542235,4796965,20230328,53640,ht,0.044,0.0716,0.0544,0.0093,abs
542545,4797255,20230226,41288,hp,0.0445,0.0781,0.0676,0.0318,abs
541675,4796135,20230517,89025,eau,0.0683,0.096,0.0933,0.0448,abs
542445,4797535,20230328,29322,hp,0.0459,0.0684,0.0555,0.0132,abs
541665,4796145,20230328,88597,eau,0.0452,0.0727,0.0637,0.0116,abs
541635,4797525,20230716,29668,hp,0.0419,0.072,0.0518,0.2403,pre
542435,4797545,20230601,28894,hp,0.017,0.0309,0.0182,0.0592,pre
541545,4797305,20230226,39053,eau,0.0483,0.074,0.0738,0.0422,abs
542235,4796955,20230626,54067,ht,0.0339,0.0515,0.0332,0.0832,pre
542055,4796355,20230716,79669,hp,0.0293,0.0542,0.0389,0.1251,pre
541635,4797045,20230517,50164,ht,0.0598,0.0724,0.0647,0.0501,abs
541765,4797155,20230226,45480,eau,0.0349,0.0652,0.0483,0.0175,abs
541635,4796105,20230716,90302,eau,0.0381,0.0638,0.0582,0.021,abs
542565,4797305,20230601,39155,hp,0.017,0.0315,0.018,0.0564,pre
542025,4796375,20230517,78812,hp,0.0573,0.0723,0.0592,0.0811,pre
542195,4796945,20230517,54490,ht,0.0894,0.1126,0.107,0.0591,abs
541665,4796085,20230626,91159,eau,0.0819,0.1156,0.1095,0.0536,abs
541615,4797095,20230226,48027,ht,0.0378,0.0698,0.0508,0.0187,abs
542215,4796885,20230626,57054,ht,0.0274,0.0493,0.0277,0.1197,pre
541635,4796105,20230417,90302,eau,0.0553,0.0857,0.0817,0.0205,abs
542575,4797215,20230626,42999,hp,0.0213,0.0529,0.0341,0.1409,pre
542375,4797585,20230417,27180,hp,0.0425,0.0638,0.049,0.0139,abs
541795,4796255,20230226,83913,hp,0.0432,0.0722,0.0609,0.026,abs
541705,4797165,20230226,45047,eau,0.037,0.0628,0.0488,0.0162,abs
542265,4796925,20230626,55351,ht,0.0245,0.043,0.0265,0.1011,pre
542555,4797255,20230417,41289,hp,0.0501,0.0757,0.0605,0.0178,abs
542285,4796915,20230626,55780,ht,0.0264,0.0456,0.0275,0.1094,pre
541785,4796285,20230226,82631,hp,0.0377,0.0719,0.0574,0.0229,abs
542195,4796875,20230716,57479,ht,0.0405,0.0667,0.0507,0.17,pre
542425,4797535,20230328,29320,hp,0.0425,0.0676,0.0519,0.013,abs
542535,4797305,20230226,39152,hp,0.046,0.0804,0.0688,0.0319,abs
542435,4797555,20230517,28467,hp,0.0415,0.0538,0.0477,0.0591,pre
541625,4796105,20230601,90301,eau,0.0424,0.0686,0.0604,0.0229,abs
542445,4797505,20230716,30603,hp,0.0382,0.063,0.0449,0.1773,pre
541525,4797295,20230328,39478,eau,0.0319,0.0542,0.05,0.0119,abs
541675,4797425,20230517,33942,hp,0.0424,0.0565,0.0463,0.0598,pre
542205,4796935,20230226,54918,ht,0.0469,0.0749,0.0694,0.0368,abs
541565,4797305,20230226,39055,eau,0.0415,0.0673,0.0649,0.0348,abs
541635,4797455,20230417,32657,hp,0.0352,0.0571,0.0519,0.0131,abs
542245,4796865,20230626,57911,ht,0.0288,0.0486,0.0276,0.1048,pre
542275,4796925,20230328,55352,ht,0.0442,0.0709,0.0581,0.0093,abs
542355,4797585,20230417,27178,hp,0.0412,0.0628,0.0475,0.014,abs
542195,4796915,20230601,55771,ht,0.0179,0.028,0.0172,0.0168,abs
542055,4796365,20230226,79242,hp,0.062,0.0958,0.0886,0.0469,abs
541645,4797085,20230328,48457,ht,0.0339,0.0579,0.0492,0.0086,abs
541675,4796095,20230226,90733,eau,0.0367,0.0614,0.0576,0.0225,abs
541975,4797065,20230626,49344,ht,0.0231,0.0437,0.0198,0.1091,pre
542275,4796925,20230226,55352,ht,0.0515,0.0843,0.0843,0.0498,abs
541535,4797295,20230517,39479,eau,0.0847,0.1059,0.1188,0.0668,abs
541695,4796095,20230328,90735,eau,0.0363,0.0561,0.047,0.0101,abs
541685,4796105,20230517,90307,eau,0.0608,0.0863,0.0829,0.0436,abs
542535,4797285,20230517,40006,hp,0.0512,0.0594,0.0499,0.0663,pre
541595,4796145,20230626,88590,eau,0.091,0.1185,0.12,0.0666,abs
542555,4797315,20230716,38727,hp,0.0414,0.0671,0.053,0.1735,pre
541805,4796275,20230328,83060,hp,0.0542,0.0791,0.0681,0.0165,abs
541795,4796305,20230517,81778,hp,0.0567,0.0648,0.0572,0.0611,pre
541665,4796135,20230626,89024,eau,0.0912,0.1232,0.1194,0.0627,abs
542425,4796755,20230517,62626,eau,0.0409,0.0712,0.0688,0.0211,abs
541615,4796145,20230226,88592,eau,0.032,0.0579,0.0525,0.018,abs
542265,4796905,20230517,56205,ht,0.0883,0.1094,0.1075,0.0584,abs
542215,4796915,20230517,55773,ht,0.0876,0.1133,0.1076,0.0601,abs
541785,4796265,20230601,83485,hp,0.0179,0.0359,0.0176,0.0685,pre
542365,4797585,20230226,27179,hp,0.0503,0.0853,0.0765,0.0427,abs
541655,4797425,20230601,33940,hp,0.0193,0.0334,0.0205,0.0538,pre
542005,4796385,20230716,78383,hp,0.0274,0.0513,0.0351,0.1202,pre
541665,4797545,20230626,28817,hp,0.0258,0.0498,0.0273,0.1559,pre
541605,4797475,20230328,31800,hp,0.0513,0.0773,0.0768,0.02,abs
541785,4796245,20230517,84339,hp,0.0589,0.0686,0.0618,0.0722,pre
542205,4796925,20230226,55345,ht,0.047,0.0756,0.0692,0.0372,abs
541675,4796085,20230417,91160,eau,0.0473,0.0759,0.0655,0.0152,abs
542395,4797555,20230328,28463,hp,0.037,0.06,0.0462,0.011,abs
542375,4797575,20230417,27607,hp,0.0389,0.0582,0.0443,0.0145,abs
541975,4797055,20230601,49771,ht,0.0127,0.0246,0.011,0.0248,abs
542565,4797255,20230417,41290,hp,0.0517,0.0778,0.0625,0.0176,abs
541955,4797015,20230601,51477,ht,0.0133,0.0277,0.0151,0.0384,abs
541645,4797455,20230328,32658,hp,0.0505,0.0775,0.0742,0.0211,abs
542365,4796745,20230716,63047,eau,0.0548,0.0785,0.0735,0.0431,abs
542365,4797565,20230626,28033,hp,0.0194,0.0394,0.0214,0.1267,pre
542085,4797015,20230716,51490,ht,0.0357,0.059,0.0402,0.1487,pre
542025,4796365,20230716,79239,hp,0.0258,0.0495,0.035,0.1283,pre
541635,4797475,20230716,31803,hp,0.0421,0.0651,0.0475,0.2068,pre
541765,4796275,20230601,83056,hp,0.0167,0.0362,0.0202,0.0658,pre
541985,4797075,20230626,48918,ht,0.0255,0.046,0.0234,0.1167,pre
542435,4797525,20230328,29748,hp,0.0429,0.0645,0.052,0.0127,abs
541665,4797045,20230716,50167,ht,0.0429,0.0698,0.05,0.1822,pre
542005,4796375,20230417,78810,hp,0.0382,0.058,0.044,0.0132,abs
542025,4797015,20230716,51484,ht,0.042,0.0718,0.0528,0.1884,pre
541665,4797035,20230417,50594,ht,0.0477,0.0802,0.0646,0.0129,abs
541985,4796425,20230328,76673,hp,0.0561,0.0852,0.07,0.0161,abs
542245,4796875,20230226,57484,ht,0.0542,0.0774,0.078,0.0501,abs
541705,4797055,20230417,49744,ht,0.0488,0.0739,0.0606,0.0129,abs
541655,4797435,20230417,33513,hp,0.0328,0.0519,0.0424,0.0121,abs
542565,4797205,20230226,43425,hp,0.0468,0.0826,0.0683,0.035,abs
542205,4796975,20230328,53210,ht,0.0443,0.0734,0.0559,0.0088,abs
541635,4797095,20230716,48029,ht,0.0482,0.0711,0.0498,0.1863,pre
541625,4797445,20230716,33083,hp,0.0371,0.0657,0.0445,0.2102,pre
541705,4797025,20230601,51025,ht,0.02,0.0328,0.0156,0.0248,abs
541795,4796255,20230517,83913,hp,0.0573,0.0676,0.0621,0.0682,pre
542005,4797075,20230626,48920,ht,0.0202,0.0423,0.0212,0.1149,pre
541655,4797555,20230328,28389,hp,0.0466,0.0735,0.0709,0.0171,abs
541605,4796135,20230626,89018,eau,0.0864,0.1192,0.1161,0.0622,abs
542045,4797025,20230226,51059,ht,0.053,0.0804,0.078,0.0455,abs
541945,4797035,20230417,50622,ht,0.05,0.0788,0.0584,0.0118,abs
542015,4797065,20230417,49348,ht,0.0538,0.0825,0.0616,0.0133,abs
541775,4796295,20230601,82203,hp,0.0171,0.0372,0.0204,0.0748,pre
541665,4796075,20230626,91586,eau,0.0809,0.1136,0.1113,0.0582,abs
541635,4796115,20230328,89875,eau,0.0416,0.0675,0.0546,0.0107,abs
542255,4796925,20230226,55350,ht,0.0512,0.0814,0.0801,0.0472,abs
542425,4797555,20230626,28466,hp,0.0167,0.0422,0.0234,0.1332,pre
542435,4796755,20230517,62627,eau,0.0409,0.0681,0.0658,0.0207,abs
541665,4797035,20230626,50594,ht,0.0285,0.0505,0.0269,0.1118,pre
542055,4797005,20230626,51914,ht,0.0243,0.0523,0.0307,0.1157,pre
541945,4796985,20230626,52757,ht,0.026,0.0459,0.0272,0.1186,pre
541935,4797075,20230226,48913,ht,0.0569,0.0858,0.0864,0.0584,abs
541795,4796305,20230226,81778,hp,0.0403,0.0689,0.0564,0.0243,abs
541525,4797275,20230601,40332,eau,0.0563,0.088,0.0776,0.0395,abs
541535,4797275,20230626,40333,eau,0.1048,0.1365,0.1337,0.1011,abs
541795,4796255,20230328,83913,hp,0.0516,0.0791,0.0689,0.0162,abs
541655,4796165,20230226,87742,eau,0.0454,0.0677,0.0631,0.0295,abs
541655,4796095,20230626,90731,eau,0.0778,0.1089,0.1043,0.0522,abs
542295,4796925,20230626,55354,ht,0.0294,0.048,0.0337,0.0852,pre
542015,4797095,20230601,48067,ht,0.0134,0.0274,0.0154,0.0191,abs
542025,4797035,20230626,50630,ht,0.0242,0.0477,0.0257,0.1271,pre
541775,4796255,20230417,83911,hp,0.0363,0.0577,0.0433,0.0097,abs
542425,4797565,20230626,28039,hp,0.0173,0.0386,0.0224,0.1363,pre
542535,4797315,20230328,38725,hp,0.0342,0.0549,0.0429,0.0117,abs
541945,4797065,20230601,49341,ht,0.0146,0.0233,0.0132,0.0288,abs
542245,4796915,20230328,55776,ht,0.0422,0.0722,0.0551,0.0082,abs
541555,4797295,20230626,39481,eau,0.1088,0.1353,0.1326,0.1077,abs
542545,4797265,20230226,40861,hp,0.0437,0.078,0.0671,0.0329,abs
542065,4797005,20230626,51915,ht,0.0265,0.0525,0.0328,0.1281,pre
542235,4796955,20230226,54067,ht,0.0518,0.0828,0.0788,0.0462,abs
542255,4796915,20230517,55777,ht,0.0851,0.1092,0.1108,0.0578,abs
541655,4797525,20230626,29670,hp,0.0239,0.049,0.0267,0.1589,pre
541995,4796415,20230226,77101,hp,0.0541,0.0882,0.0779,0.0421,abs
541975,4796425,20230417,76672,hp,0.0361,0.0511,0.0385,0.0135,abs
541685,4796085,20230601,91161,eau,0.0342,0.0589,0.0525,0.0194,abs
541645,4797455,20230626,32658,hp,0.0241,0.0465,0.0265,0.1576,pre
541975,4797085,20230716,48490,ht,0.0334,0.0637,0.04,0.19,pre
541605,4797085,20230626,48453,ht,0.0223,0.0362,0.018,0.0981,pre
541605,4797495,20230716,30946,hp,0.0408,0.0658,0.0461,0.1894,pre
541665,4797535,20230601,29244,hp,0.0199,0.034,0.0174,0.0664,pre
541475,4797285,20230601,39900,eau,0.0493,0.0816,0.0738,0.0349,abs
541945,4797045,20230601,50195,ht,0.0156,0.0257,0.0151,0.0237,abs
541685,4796165,20230517,87745,eau,0.0673,0.0929,0.09,0.044,abs
542265,4796885,20230328,57059,ht,0.0436,0.0712,0.0561,0.009,abs
541765,4796305,20230226,81775,hp,0.0361,0.0677,0.053,0.0218,abs
542035,4797065,20230517,49350,ht,0.0949,0.1222,0.1225,0.0728,abs
542585,4797315,20230417,38730,hp,0.0404,0.0612,0.0463,0.0186,abs
541605,4797465,20230226,32227,hp,0.0335,0.0649,0.0467,0.0178,abs
541525,4797275,20230517,40332,eau,0.0681,0.0897,0.0953,0.0526,abs
541695,4797165,20230417,45046,eau,0.0535,0.0868,0.0698,0.0156,abs
542005,4797005,20230328,51909,ht,0.0453,0.0708,0.0547,0.0095,abs
541675,4797055,20230626,49741,ht,0.0249,0.0447,0.023,0.0871,pre
541675,4797585,20230226,27110,hp,0.0393,0.0718,0.0537,0.0223,abs
542415,4797555,20230626,28465,hp,0.0201,0.0477,0.0262,0.1429,pre
541805,4796285,20230417,82633,hp,0.0485,0.0734,0.0618,0.0152,abs
541705,4797065,20230601,49317,ht,0.0235,0.0347,0.0205,0.0187,abs
541645,4797535,20230626,29242,hp,0.0233,0.0412,0.0232,0.1463,pre
542275,4796915,20230601,55779,ht,0.0175,0.0278,0.0184,0.0257,abs
542025,4796355,20230626,79666,hp,0.0205,0.0481,0.0285,0.133,pre
541975,4796395,20230716,77953,hp,0.0265,0.0487,0.0313,0.1172,pre
542025,4797015,20230226,51484,ht,0.0492,0.078,0.0701,0.0371,abs
541625,4797505,20230626,30521,hp,0.0218,0.0424,0.0253,0.142,pre
541485,4797275,20230328,40328,eau,0.036,0.0593,0.057,0.0198,abs
541795,4796295,20230328,82205,hp,0.0529,0.0771,0.0696,0.0176,abs
541985,4797065,20230517,49345,ht,0.0936,0.1175,0.1189,0.0702,abs
542425,4796745,20230328,63053,eau,0.0429,0.0738,0.0623,0.0131,abs
541605,4796125,20230417,89445,eau,0.0415,0.0694,0.0608,0.0124,abs
541555,4797305,20230626,39054,eau,0.1077,0.1367,0.1304,0.104,abs
541665,4796075,20230517,91586,eau,0.0714,0.0953,0.0907,0.0503,abs
541695,4797065,20230716,49316,ht,0.0456,0.0723,0.0509,0.1787,pre
541995,4797075,20230328,48919,ht,0.0455,0.0694,0.053,0.0099,abs
541965,4796435,20230626,76244,hp,0.0236,0.0505,0.0317,0.1537,pre
542025,4797085,20230601,48495,ht,0.0136,0.0261,0.0126,0.027,abs
