x,y,date,cell,polyclass,bleu,vert,rouge,pir,pre_abs
542465,4797145,20170612,45977,ht,0.0243,0.0341,0.0165,0.0047,abs
542475,4797145,20170612,45978,ht,0.023,0.0319,0.0148,0.0052,abs
542485,4797145,20170612,45979,ht,0.0225,0.0334,0.0166,0.0091,abs
542495,4797145,20170612,45980,ht,0.0233,0.034,0.0179,0.0109,abs
542505,4797145,20170612,45981,ht,0.0232,0.0318,0.0184,0.0055,abs
542515,4797145,20170612,45982,ht,0.0202,0.0326,0.0165,0.0019,abs
542525,4797145,20170612,45983,ht,0.0219,0.0333,0.0164,0,abs
542535,4797145,20170612,45984,ht,0.0212,0.0321,0.0173,0.0024,abs
542545,4797145,20170612,45985,ht,0.0218,0.0329,0.0161,0.004,abs
542555,4797145,20170612,45986,ht,0.0223,0.0327,0.0157,0.0039,abs
542565,4797145,20170612,45987,ht,0.0231,0.0303,0.0158,0.0026,abs
542575,4797145,20170612,45988,ht,0.0221,0.0291,0.0161,0.0033,abs
542465,4797135,20170612,46404,ht,0.0239,0.0334,0.0172,0.0044,abs
542475,4797135,20170612,46405,ht,0.0226,0.0324,0.0157,0.0037,abs
542485,4797135,20170612,46406,ht,0.0204,0.032,0.0153,0.0033,abs
542495,4797135,20170612,46407,ht,0.0233,0.0334,0.0153,0.0024,abs
542505,4797135,20170612,46408,ht,0.0216,0.0323,0.0141,0.004,abs
542515,4797135,20170612,46409,ht,0.0206,0.0327,0.015,0.0054,abs
542525,4797135,20170612,46410,ht,0.0219,0.0323,0.0159,0.0032,abs
542535,4797135,20170612,46411,ht,0.021,0.0304,0.017,0.0019,abs
542545,4797135,20170612,46412,ht,0.0216,0.031,0.0143,0.0018,abs
542555,4797135,20170612,46413,ht,0.0209,0.029,0.0136,0.0031,abs
542565,4797135,20170612,46414,ht,0.0208,0.0271,0.0135,0.0039,abs
542575,4797135,20170612,46415,ht,0.0223,0.0288,0.0154,0.0035,abs
542465,4797125,20170612,46831,ht,0.023,0.0348,0.0164,0.003,abs
542475,4797125,20170612,46832,ht,0.0233,0.0331,0.0164,0.0019,abs
542485,4797125,20170612,46833,ht,0.0211,0.0302,0.0148,0.0021,abs
542495,4797125,20170612,46834,ht,0.0207,0.0306,0.0137,0.002,abs
542505,4797125,20170612,46835,ht,0.0197,0.0296,0.0142,0.0018,abs
542515,4797125,20170612,46836,ht,0.0207,0.0302,0.0147,0.0055,abs
542525,4797125,20170612,46837,ht,0.0224,0.0297,0.0138,0.0025,abs
542535,4797125,20170612,46838,ht,0.022,0.0318,0.0141,0.0013,abs
542545,4797125,20170612,46839,ht,0.0223,0.0312,0.0146,0.0032,abs
542555,4797125,20170612,46840,ht,0.0204,0.0267,0.0139,0.0044,abs
542565,4797125,20170612,46841,ht,0.0189,0.0263,0.0127,0.0054,abs
542475,4797115,20170612,47259,ht,0.0208,0.0327,0.0163,0.0017,abs
542485,4797115,20170612,47260,ht,0.022,0.0325,0.0157,0.0043,abs
542495,4797115,20170612,47261,ht,0.0218,0.0312,0.0152,0.0089,abs
542505,4797115,20170612,47262,ht,0.0207,0.0288,0.0144,0.0047,abs
542515,4797115,20170612,47263,ht,0.0217,0.0293,0.0135,0.004,abs
542525,4797115,20170612,47264,ht,0.024,0.0294,0.0137,0.0011,abs
542535,4797115,20170612,47265,ht,0.0201,0.0292,0.0132,0.0022,abs
542545,4797115,20170612,47266,ht,0.0204,0.0284,0.0132,0.0057,abs
542555,4797115,20170612,47267,ht,0.0181,0.0263,0.0135,0.0059,abs
542515,4797105,20170612,47690,ht,0.0201,0.0304,0.0139,0.0036,abs
542525,4797105,20170612,47691,ht,0.0204,0.0309,0.0142,0.0047,abs
542535,4797105,20170612,47692,ht,0.0215,0.0303,0.0135,0.0035,abs
542275,4796385,20170612,78410,ht,0.0183,0.0293,0.0125,0.0016,abs
542285,4796385,20170612,78411,ht,0.0202,0.0285,0.0127,0.0012,abs
542295,4796385,20170612,78412,ht,0.0199,0.0296,0.0132,0.004,abs
542305,4796385,20170612,78413,ht,0.0204,0.0307,0.0151,0.0013,abs
542315,4796385,20170612,78414,ht,0.0218,0.0329,0.0185,0.0027,abs
542325,4796385,20170612,78415,ht,0.0219,0.0345,0.0205,0.0037,abs
542265,4796375,20170612,78836,ht,0.0182,0.0279,0.0123,0.0048,abs
542275,4796375,20170612,78837,ht,0.0198,0.0296,0.0128,0.003,abs
542285,4796375,20170612,78838,ht,0.02,0.0293,0.0127,0.0029,abs
542295,4796375,20170612,78839,ht,0.0215,0.029,0.0153,0.0024,abs
542305,4796375,20170612,78840,ht,0.0221,0.0311,0.017,0,abs
542315,4796375,20170612,78841,ht,0.0208,0.0338,0.0182,0.0011,abs
542325,4796375,20170612,78842,ht,0.021,0.0336,0.021,0.0016,abs
542265,4796365,20170612,79263,ht,0.0166,0.0267,0.0118,0.005,abs
541765,4797045,20170612,50177,ht,0.0267,0.0364,0.0172,0,abs
541775,4797045,20170612,50178,ht,0.027,0.037,0.0167,0,abs
541785,4797045,20170612,50179,ht,0.0263,0.0355,0.0161,0.0026,abs
541745,4797035,20170612,50602,ht,0.0267,0.0356,0.0172,0,abs
541755,4797035,20170612,50603,ht,0.0273,0.0357,0.0181,0,abs
541765,4797035,20170612,50604,ht,0.0264,0.0365,0.0174,0,abs
541775,4797035,20170612,50605,ht,0.027,0.0372,0.0165,0,abs
541695,4797025,20170612,51024,ht,0.0247,0.0347,0.0187,0.002,abs
541705,4797025,20170612,51025,ht,0.0264,0.0342,0.0181,0.0012,abs
541715,4797025,20170612,51026,ht,0.0252,0.0359,0.0179,0.0014,abs
541725,4797025,20170612,51027,ht,0.0257,0.0353,0.0184,0.0019,abs
541735,4797025,20170612,51028,ht,0.0267,0.0353,0.0172,0,abs
541745,4797025,20170612,51029,ht,0.0259,0.036,0.0189,0,abs
541715,4797015,20170612,51453,ht,0.0272,0.0369,0.0174,0,abs
541725,4797015,20170612,51454,ht,0.0253,0.0369,0.0173,0,abs
541735,4797015,20170612,51455,ht,0.0274,0.0379,0.0197,0.0025,abs
541715,4797005,20170612,51880,ht,0.0261,0.0351,0.0173,0.0013,abs
541725,4797005,20170612,51881,ht,0.0254,0.0376,0.0187,0,abs
541735,4797005,20170612,51882,ht,0.0267,0.0371,0.019,0,abs
541705,4796995,20170612,52306,ht,0.0251,0.0361,0.0172,0,abs
541705,4796985,20170612,52733,ht,0.0274,0.0359,0.0194,0.0027,abs
541715,4796985,20170612,52734,ht,0.0254,0.0367,0.0203,0.0019,abs
542005,4797315,20170612,38672,ht,0.0224,0.0318,0.0166,0.0118,abs
542015,4797315,20170612,38673,ht,0.0222,0.0316,0.0153,0.0108,abs
542025,4797315,20170612,38674,ht,0.0229,0.0298,0.0144,0.0105,abs
542035,4797315,20170612,38675,ht,0.0229,0.0318,0.0148,0.0051,abs
542045,4797315,20170612,38676,ht,0.0225,0.0333,0.0162,0.0061,abs
542055,4797315,20170612,38677,ht,0.0223,0.0329,0.0155,0.0055,abs
542065,4797315,20170612,38678,ht,0.022,0.0322,0.0157,0.0039,abs
542075,4797315,20170612,38679,ht,0.0249,0.0316,0.0146,0.0045,abs
542085,4797315,20170612,38680,ht,0.0219,0.0305,0.0153,0.0058,abs
542095,4797315,20170612,38681,ht,0.022,0.0317,0.0146,0.0029,abs
542105,4797315,20170612,38682,ht,0.0247,0.0331,0.0161,0.0012,abs
542005,4797305,20170612,39099,ht,0.0241,0.034,0.0168,0.0104,abs
542015,4797305,20170612,39100,ht,0.0221,0.0323,0.0153,0.0116,abs
542025,4797305,20170612,39101,ht,0.0228,0.0294,0.0144,0.0094,abs
542035,4797305,20170612,39102,ht,0.0218,0.0308,0.0152,0.0046,abs
542045,4797305,20170612,39103,ht,0.0216,0.0323,0.0159,0.0032,abs
542055,4797305,20170612,39104,ht,0.0237,0.0331,0.0157,0.0014,abs
542065,4797305,20170612,39105,ht,0.0227,0.033,0.0163,0.0014,abs
542075,4797305,20170612,39106,ht,0.0224,0.0324,0.0162,0.0047,abs
542085,4797305,20170612,39107,ht,0.0223,0.031,0.0153,0.006,abs
542095,4797305,20170612,39108,ht,0.0211,0.0305,0.0123,0.0035,abs
542105,4797305,20170612,39109,ht,0.0233,0.032,0.0171,0,abs
542005,4797295,20170612,39526,ht,0.0235,0.0346,0.0169,0.0158,abs
542015,4797295,20170612,39527,ht,0.023,0.032,0.0162,0.0072,abs
542025,4797295,20170612,39528,ht,0.0229,0.0312,0.0153,0.0036,abs
542035,4797295,20170612,39529,ht,0.0217,0.0284,0.0144,0.001,abs
542045,4797295,20170612,39530,ht,0.0216,0.0296,0.0143,0,abs
542055,4797295,20170612,39531,ht,0.0229,0.0312,0.0149,0.0022,abs
542065,4797295,20170612,39532,ht,0.0224,0.0319,0.015,0.0022,abs
542075,4797295,20170612,39533,ht,0.0236,0.0321,0.0148,0.0028,abs
542085,4797295,20170612,39534,ht,0.0245,0.0317,0.0138,0.0019,abs
542095,4797295,20170612,39535,ht,0.0225,0.0312,0.0122,0.0027,abs
542105,4797295,20170612,39536,ht,0.0227,0.0314,0.0138,0.0022,abs
542015,4797285,20170612,39954,ht,0.0222,0.032,0.0157,0.008,abs
542025,4797285,20170612,39955,ht,0.0219,0.0321,0.0149,0.0035,abs
542035,4797285,20170612,39956,ht,0.0227,0.0305,0.0136,0.0025,abs
542045,4797285,20170612,39957,ht,0.0216,0.0312,0.0144,0.0015,abs
542055,4797285,20170612,39958,ht,0.023,0.031,0.0144,0.0035,abs
542065,4797285,20170612,39959,ht,0.0245,0.0306,0.0145,0.0027,abs
542075,4797285,20170612,39960,ht,0.0215,0.0311,0.0153,0.0014,abs
542085,4797285,20170612,39961,ht,0.022,0.0302,0.0144,0.0019,abs
542095,4797285,20170612,39962,ht,0.0225,0.0306,0.0132,0,abs
542105,4797285,20170612,39963,ht,0.0227,0.0313,0.0122,0.0023,abs
542015,4797275,20170612,40381,ht,0.0211,0.032,0.0155,0.0087,abs
542025,4797275,20170612,40382,ht,0.0233,0.0314,0.0167,0.0048,abs
542035,4797275,20170612,40383,ht,0.0245,0.0336,0.0154,0.0027,abs
542045,4797275,20170612,40384,ht,0.0241,0.0347,0.0158,0.0024,abs
542055,4797275,20170612,40385,ht,0.0227,0.0324,0.014,0.0029,abs
542065,4797275,20170612,40386,ht,0.0251,0.0314,0.0147,0.0024,abs
542075,4797275,20170612,40387,ht,0.0205,0.0317,0.0151,0.0027,abs
542085,4797275,20170612,40388,ht,0.0232,0.031,0.0132,0.0022,abs
542095,4797275,20170612,40389,ht,0.0224,0.032,0.0144,0.0024,abs
542015,4797265,20170612,40808,ht,0.023,0.0343,0.0182,0.0068,abs
542025,4797265,20170612,40809,ht,0.024,0.0314,0.0159,0.0041,abs
542035,4797265,20170612,40810,ht,0.0241,0.0336,0.0173,0.0032,abs
542045,4797265,20170612,40811,ht,0.0254,0.0339,0.016,0.0036,abs
542055,4797265,20170612,40812,ht,0.0219,0.032,0.015,0.0029,abs
542065,4797265,20170612,40813,ht,0.0229,0.0319,0.0149,0.0026,abs
542075,4797265,20170612,40814,ht,0.0228,0.0311,0.0131,0.0042,abs
542085,4797265,20170612,40815,ht,0.0225,0.0328,0.0145,0.0047,abs
542095,4797265,20170612,40816,ht,0.0226,0.0323,0.0155,0.0071,abs
542015,4797255,20170612,41235,ht,0.0245,0.0387,0.0233,0.0091,abs
542025,4797255,20170612,41236,ht,0.0251,0.0333,0.0162,0.0095,abs
542035,4797255,20170612,41237,ht,0.0242,0.0361,0.0178,0.0079,abs
542045,4797255,20170612,41238,ht,0.0245,0.0346,0.017,0.0031,abs
542055,4797255,20170612,41239,ht,0.0238,0.0319,0.0156,0.0023,abs
542065,4797255,20170612,41240,ht,0.0233,0.0329,0.0162,0.0062,abs
542075,4797255,20170612,41241,ht,0.0252,0.0325,0.0151,0.01,abs
542085,4797255,20170612,41242,ht,0.0229,0.0332,0.0143,0.0069,abs
542025,4797245,20170612,41663,ht,0.0245,0.0339,0.0158,0.0116,abs
542035,4797245,20170612,41664,ht,0.0249,0.0356,0.0176,0.0164,abs
542045,4797245,20170612,41665,ht,0.0252,0.0345,0.0167,0.0215,abs
541485,4797315,20170707,38620,eau,0.0647,0.098,0.1005,0.0758,abs
541475,4797305,20170707,39046,eau,0.0648,0.0983,0.1024,0.078,abs
541485,4797305,20170707,39047,eau,0.0629,0.0955,0.0996,0.0761,abs
541465,4797295,20170707,39472,eau,0.0625,0.093,0.0969,0.0773,abs
541475,4797295,20170707,39473,eau,0.0635,0.0961,0.0978,0.0743,abs
541485,4797295,20170707,39474,eau,0.0612,0.0941,0.0966,0.0753,abs
541495,4797295,20170707,39475,eau,0.0605,0.095,0.0978,0.0764,abs
541505,4797295,20170707,39476,eau,0.0644,0.0946,0.0977,0.0753,abs
541515,4797295,20170707,39477,eau,0.0645,0.095,0.0969,0.0736,abs
541525,4797295,20170707,39478,eau,0.062,0.0971,0.098,0.0707,abs
541535,4797295,20170707,39479,eau,0.0629,0.0965,0.0959,0.0697,abs
541545,4797295,20170707,39480,eau,0.0602,0.0943,0.0951,0.0701,abs
541455,4797285,20170707,39898,eau,0.0612,0.0928,0.0944,0.0754,abs
541465,4797285,20170707,39899,eau,0.0597,0.0925,0.0941,0.0763,abs
541475,4797285,20170707,39900,eau,0.0605,0.0926,0.0943,0.0769,abs
541485,4797285,20170707,39901,eau,0.0635,0.0951,0.0964,0.0773,abs
541495,4797285,20170707,39902,eau,0.0637,0.0947,0.0987,0.0753,abs
541505,4797285,20170707,39903,eau,0.0654,0.0975,0.0997,0.0762,abs
541515,4797285,20170707,39904,eau,0.0641,0.1004,0.0994,0.076,abs
541525,4797285,20170707,39905,eau,0.0658,0.1001,0.1001,0.0736,abs
541535,4797285,20170707,39906,eau,0.0628,0.0959,0.0975,0.0725,abs
541455,4797275,20170707,40325,eau,0.0616,0.0949,0.0971,0.0784,abs
541495,4797275,20170707,40329,eau,0.0622,0.0959,0.0964,0.0804,abs
541505,4797275,20170707,40330,eau,0.0645,0.0985,0.098,0.0772,abs
541515,4797275,20170707,40331,eau,0.0663,0.1018,0.1027,0.0787,abs
541525,4797275,20170707,40332,eau,0.066,0.1015,0.1016,0.078,abs
541535,4797275,20170707,40333,eau,0.0634,0.0984,0.1009,0.0786,abs
541455,4797265,20170707,40752,eau,0.0602,0.0924,0.0911,0.0871,abs
542355,4796775,20170707,61765,eau,0.0501,0.0761,0.0783,0.0551,abs
542365,4796775,20170707,61766,eau,0.051,0.0755,0.0798,0.0558,abs
542375,4796775,20170707,61767,eau,0.0516,0.0741,0.0789,0.0573,abs
542385,4796775,20170707,61768,eau,0.0486,0.0738,0.0796,0.0627,abs
542395,4796775,20170707,61769,eau,0.0509,0.0737,0.0804,0.0611,abs
542405,4796775,20170707,61770,eau,0.0489,0.0734,0.0777,0.0718,abs
542415,4796775,20170707,61771,eau,0.0475,0.0735,0.0774,0.079,abs
542355,4796765,20170707,62192,eau,0.047,0.0714,0.0754,0.0525,abs
542365,4796765,20170707,62193,eau,0.0468,0.0711,0.0756,0.0507,abs
542375,4796765,20170707,62194,eau,0.0473,0.0709,0.0741,0.0508,abs
542385,4796765,20170707,62195,eau,0.0472,0.0703,0.076,0.0546,abs
542395,4796765,20170707,62196,eau,0.0477,0.0718,0.0772,0.0569,abs
542405,4796765,20170707,62197,eau,0.0465,0.0745,0.0791,0.0575,abs
542415,4796765,20170707,62198,eau,0.0495,0.0742,0.0827,0.0568,abs
542425,4796765,20170707,62199,eau,0.0513,0.0759,0.0827,0.0546,abs
542355,4796755,20170707,62619,eau,0.0446,0.0684,0.0735,0.0485,abs
542365,4796755,20170707,62620,eau,0.0435,0.0689,0.0738,0.0477,abs
542375,4796755,20170707,62621,eau,0.0448,0.069,0.0721,0.0483,abs
542385,4796755,20170707,62622,eau,0.0464,0.0699,0.0736,0.0508,abs
542395,4796755,20170707,62623,eau,0.0458,0.0718,0.0758,0.0513,abs
542405,4796755,20170707,62624,eau,0.0458,0.073,0.078,0.0509,abs
542415,4796755,20170707,62625,eau,0.0495,0.0732,0.079,0.0514,abs
542425,4796755,20170707,62626,eau,0.0486,0.074,0.0774,0.0507,abs
542355,4796745,20170707,63046,eau,0.0447,0.0691,0.0725,0.0504,abs
542365,4796745,20170707,63047,eau,0.0447,0.0687,0.0725,0.0481,abs
542375,4796745,20170707,63048,eau,0.0457,0.0705,0.072,0.0475,abs
542385,4796745,20170707,63049,eau,0.0474,0.0712,0.0754,0.0484,abs
542395,4796745,20170707,63050,eau,0.0465,0.0707,0.0747,0.0502,abs
542405,4796745,20170707,63051,eau,0.0459,0.0724,0.0764,0.0502,abs
542415,4796745,20170707,63052,eau,0.0476,0.0729,0.0762,0.0499,abs
542425,4796745,20170707,63053,eau,0.046,0.0708,0.0768,0.0493,abs
542355,4796735,20170707,63473,eau,0.0465,0.069,0.0727,0.049,abs
542365,4796735,20170707,63474,eau,0.0448,0.068,0.0705,0.0464,abs
542375,4796735,20170707,63475,eau,0.042,0.0655,0.0703,0.0516,abs
542385,4796735,20170707,63476,eau,0.0435,0.0664,0.0702,0.0497,abs
542395,4796735,20170707,63477,eau,0.0454,0.0684,0.0721,0.0491,abs
542405,4796735,20170707,63478,eau,0.0455,0.0689,0.0725,0.0479,abs
542415,4796735,20170707,63479,eau,0.0453,0.0693,0.0731,0.0472,abs
542425,4796735,20170707,63480,eau,0.0444,0.0664,0.0732,0.048,abs
542355,4796725,20170707,63900,eau,0.0468,0.0707,0.0727,0.0479,abs
542365,4796725,20170707,63901,eau,0.0444,0.0677,0.0679,0.0501,abs
542375,4796725,20170707,63902,eau,0.0397,0.0618,0.0616,0.0585,abs
542405,4796725,20170707,63905,eau,0.042,0.0645,0.0637,0.0511,abs
542415,4796725,20170707,63906,eau,0.0415,0.0623,0.066,0.0519,abs
542425,4796725,20170707,63907,eau,0.0418,0.0644,0.0663,0.0505,abs
542355,4796715,20170707,64327,eau,0.0413,0.0635,0.0662,0.051,abs
542365,4796715,20170707,64328,eau,0.0435,0.064,0.0662,0.0517,abs
542375,4796715,20170707,64329,eau,0.0421,0.0629,0.0652,0.0581,abs
541625,4796135,20170707,89020,eau,0.0459,0.0703,0.0667,0.048,abs
541635,4796135,20170707,89021,eau,0.0469,0.0691,0.0648,0.0481,abs
541645,4796135,20170707,89022,eau,0.0471,0.0716,0.0685,0.049,abs
541655,4796135,20170707,89023,eau,0.0479,0.0715,0.0687,0.0482,abs
541665,4796135,20170707,89024,eau,0.0458,0.0706,0.0673,0.0463,abs
541675,4796135,20170707,89025,eau,0.0435,0.0647,0.0616,0.0443,abs
541685,4796135,20170707,89026,eau,0.0423,0.0617,0.0581,0.0458,abs
541635,4796125,20170707,89448,eau,0.0456,0.067,0.0662,0.0478,abs
541645,4796125,20170707,89449,eau,0.0486,0.0747,0.0715,0.0515,abs
541655,4796125,20170707,89450,eau,0.0505,0.0767,0.0721,0.0512,abs
541665,4796125,20170707,89451,eau,0.0466,0.0708,0.0681,0.0491,abs
541675,4796125,20170707,89452,eau,0.0425,0.0627,0.0611,0.0465,abs
541685,4796125,20170707,89453,eau,0.0423,0.0622,0.0568,0.0462,abs
541635,4796115,20170707,89875,eau,0.0446,0.0667,0.0641,0.0476,abs
541645,4796115,20170707,89876,eau,0.0489,0.0719,0.0686,0.0489,abs
541655,4796115,20170707,89877,eau,0.0472,0.0738,0.0685,0.0484,abs
541665,4796115,20170707,89878,eau,0.0445,0.0684,0.0644,0.0488,abs
541675,4796115,20170707,89879,eau,0.0442,0.0624,0.0591,0.0474,abs
541685,4796115,20170707,89880,eau,0.0409,0.0585,0.0569,0.0472,abs
541635,4796105,20170707,90302,eau,0.0441,0.0662,0.0602,0.0478,abs
541645,4796105,20170707,90303,eau,0.0447,0.0661,0.0619,0.0474,abs
541655,4796105,20170707,90304,eau,0.0431,0.065,0.0622,0.0476,abs
541665,4796105,20170707,90305,eau,0.0406,0.0641,0.0607,0.046,abs
541675,4796105,20170707,90306,eau,0.0396,0.0626,0.0587,0.0456,abs
541685,4796105,20170707,90307,eau,0.0409,0.0593,0.0573,0.0468,abs
541645,4796095,20170707,90730,eau,0.0434,0.066,0.0619,0.0496,abs
541655,4796095,20170707,90731,eau,0.0424,0.0637,0.06,0.0498,abs
541665,4796095,20170707,90732,eau,0.0406,0.0635,0.06,0.0473,abs
541675,4796095,20170707,90733,eau,0.0401,0.0622,0.0582,0.0455,abs
541685,4796095,20170707,90734,eau,0.0395,0.0588,0.055,0.0467,abs
541645,4796085,20170707,91157,eau,0.0457,0.068,0.0632,0.0533,abs
541655,4796085,20170707,91158,eau,0.0464,0.0674,0.0651,0.053900000000000003,abs
541665,4796085,20170707,91159,eau,0.0448,0.0672,0.0638,0.0526,abs
541675,4796085,20170707,91160,eau,0.0405,0.0627,0.0581,0.0477,abs
541685,4796085,20170707,91161,eau,0.0387,0.0603,0.0545,0.048,abs
542085,4797155,20170707,45512,hp,0.0497,0.0725,0.0595,0.2174,pre
542095,4797155,20170707,45513,hp,0.0497,0.0731,0.0609,0.2255,pre
542075,4797145,20170707,45938,hp,0.0495,0.0724,0.0584,0.2164,pre
542085,4797145,20170707,45939,hp,0.0504,0.0729,0.0591,0.224,pre
542095,4797145,20170707,45940,hp,0.05,0.0753,0.0621,0.2448,pre
542105,4797145,20170707,45941,hp,0.0499,0.0746,0.0627,0.241,pre
542115,4797145,20170707,45942,hp,0.0485,0.0725,0.0604,0.2224,pre
542125,4797145,20170707,45943,hp,0.051,0.0757,0.0629,0.225,pre
542075,4797135,20170707,46365,hp,0.05,0.0736,0.0604,0.2212,pre
542085,4797135,20170707,46366,hp,0.0501,0.0779,0.0624,0.25,pre
542095,4797135,20170707,46367,hp,0.048,0.0776,0.0641,0.2639,pre
542105,4797135,20170707,46368,hp,0.0517,0.0795,0.0664,0.2713,pre
542115,4797135,20170707,46369,hp,0.053900000000000003,0.0821,0.0674,0.2777,pre
542125,4797135,20170707,46370,hp,0.0532,0.0817,0.0665,0.27,pre
542135,4797135,20170707,46371,hp,0.0513,0.0795,0.0629,0.2378,pre
542145,4797135,20170707,46372,hp,0.0519,0.0769,0.0633,0.225,pre
542075,4797125,20170707,46792,hp,0.0494,0.0753,0.0611,0.2546,pre
542085,4797125,20170707,46793,hp,0.0486,0.0791,0.0663,0.2921,pre
542095,4797125,20170707,46794,hp,0.0518,0.079,0.0667,0.2897,pre
542105,4797125,20170707,46795,hp,0.0544,0.0817,0.0669,0.2838,pre
542115,4797125,20170707,46796,hp,0.0547,0.0841,0.0686,0.2968,pre
542125,4797125,20170707,46797,hp,0.0557,0.0865,0.0688,0.2913,pre
542135,4797125,20170707,46798,hp,0.0496,0.0777,0.0642,0.2363,pre
542145,4797125,20170707,46799,hp,0.0475,0.0727,0.0594,0.2116,pre
542155,4797125,20170707,46800,hp,0.0492,0.0773,0.0629,0.2136,pre
542075,4797115,20170707,47219,hp,0.0505,0.0766,0.0619,0.2544,pre
542085,4797115,20170707,47220,hp,0.0508,0.0797,0.0664,0.296,pre
542095,4797115,20170707,47221,hp,0.0536,0.0844,0.0681,0.3036,pre
542105,4797115,20170707,47222,hp,0.054,0.0829,0.0668,0.2845,pre
542115,4797115,20170707,47223,hp,0.054,0.0832,0.0667,0.2747,pre
542125,4797115,20170707,47224,hp,0.0525,0.0865,0.0685,0.2709,pre
542135,4797115,20170707,47225,hp,0.0504,0.0775,0.065,0.2447,pre
542145,4797115,20170707,47226,hp,0.0511,0.0766,0.0621,0.2187,pre
542155,4797115,20170707,47227,hp,0.0515,0.0791,0.0674,0.227,pre
542075,4797105,20170707,47646,hp,0.0522,0.0796,0.0636,0.2493,pre
542085,4797105,20170707,47647,hp,0.0534,0.0824,0.0661,0.2699,pre
542095,4797105,20170707,47648,hp,0.052,0.0845,0.0659,0.2621,pre
542105,4797105,20170707,47649,hp,0.0501,0.0733,0.0595,0.2362,pre
542115,4797105,20170707,47650,hp,0.0513,0.0786,0.0624,0.2501,pre
542125,4797105,20170707,47651,hp,0.0531,0.083,0.0674,0.2721,pre
542135,4797105,20170707,47652,hp,0.0573,0.0867,0.0707,0.2761,pre
542145,4797105,20170707,47653,hp,0.0548,0.0852,0.0691,0.2539,pre
542155,4797105,20170707,47654,hp,0.0531,0.0787,0.0664,0.2303,pre
542165,4797105,20170707,47655,hp,0.0498,0.0716,0.0599,0.2015,pre
542105,4797095,20170707,48076,hp,0.0467,0.0666,0.0526,0.1991,pre
542115,4797095,20170707,48077,hp,0.0513,0.0781,0.0633,0.2431,pre
542125,4797095,20170707,48078,hp,0.0525,0.0815,0.0667,0.2735,pre
542135,4797095,20170707,48079,hp,0.0548,0.0873,0.0707,0.2767,pre
541885,4797475,20170707,31828,hp,0.042,0.0642,0.052,0.1387,pre
541855,4797465,20170707,32252,hp,0.0458,0.0688,0.0576,0.1496,pre
541865,4797465,20170707,32253,hp,0.0449,0.0708,0.0585,0.1561,pre
541875,4797465,20170707,32254,hp,0.0463,0.0707,0.058,0.1609,pre
541885,4797465,20170707,32255,hp,0.0463,0.0673,0.0573,0.1596,pre
541855,4797455,20170707,32679,hp,0.0463,0.0711,0.0581,0.1545,pre
541865,4797455,20170707,32680,hp,0.0475,0.0737,0.0608,0.1625,pre
541875,4797455,20170707,32681,hp,0.0466,0.0723,0.0594,0.1618,pre
541885,4797455,20170707,32682,hp,0.0484,0.0702,0.0586,0.1636,pre
541855,4797445,20170707,33106,hp,0.0453,0.0691,0.0592,0.1423,pre
541865,4797445,20170707,33107,hp,0.0485,0.0719,0.0613,0.1525,pre
541875,4797445,20170707,33108,hp,0.0454,0.0709,0.0585,0.1515,pre
541885,4797445,20170707,33109,hp,0.0463,0.0698,0.0598,0.1508,pre
541895,4797445,20170707,33110,hp,0.0464,0.0701,0.0568,0.1556,pre
541865,4797435,20170707,33534,hp,0.0459,0.0671,0.0563,0.1448,pre
541875,4797435,20170707,33535,hp,0.0481,0.0724,0.0616,0.1615,pre
541885,4797435,20170707,33536,hp,0.0471,0.0693,0.059,0.157,pre
542135,4797085,20170707,48506,hp,0.0542,0.0821,0.0683,0.2614,pre
542145,4797085,20170707,48507,hp,0.0521,0.0796,0.0676,0.2384,pre
542155,4797085,20170707,48508,hp,0.0527,0.0758,0.0631,0.2224,pre
542135,4797075,20170707,48933,hp,0.0536,0.0842,0.0675,0.2586,pre
542145,4797075,20170707,48934,hp,0.0536,0.0822,0.0647,0.2508,pre
542155,4797075,20170707,48935,hp,0.0518,0.0775,0.0624,0.2258,pre
542135,4797065,20170707,49360,hp,0.053,0.0831,0.0671,0.2387,pre
542145,4797065,20170707,49361,hp,0.0525,0.0783,0.0636,0.238,pre
542155,4797065,20170707,49362,hp,0.0502,0.0766,0.0612,0.2207,pre
542125,4797055,20170707,49786,hp,0.0493,0.0752,0.0589,0.2199,pre
542135,4797055,20170707,49787,hp,0.0503,0.0821,0.0643,0.2289,pre
542145,4797055,20170707,49788,hp,0.048,0.0785,0.0607,0.232,pre
542155,4797055,20170707,49789,hp,0.0475,0.076,0.0608,0.2188,pre
542165,4797055,20170707,49790,hp,0.048,0.0717,0.0597,0.2073,pre
542245,4797645,20170707,24605,hp,0.0388,0.0606,0.0498,0.1483,pre
542255,4797645,20170707,24606,hp,0.0396,0.0562,0.0458,0.1412,pre
542245,4797635,20170707,25032,hp,0.0466,0.07,0.0553,0.1842,pre
542255,4797635,20170707,25033,hp,0.047,0.0685,0.056,0.187,pre
542265,4797635,20170707,25034,hp,0.0457,0.0694,0.0548,0.1959,pre
542275,4797635,20170707,25035,hp,0.0449,0.0668,0.053900000000000003,0.1858,pre
542285,4797635,20170707,25036,hp,0.0401,0.0607,0.0498,0.1743,pre
542295,4797635,20170707,25037,hp,0.0392,0.058,0.0472,0.1741,pre
